District,Year,Season,Unemployment_Rate,Average_Income,Education_Level,Population_Density,Police_Presence,Crime_Rate
District_3,2018,Winter,14.73,38204.0,13.0,4507.0,Low,55.32
District_16,2018,Summer,3.63,38841.0,11.5,3085.0,Low,43.8
District_8,2023,Fall,7.23,49548.0,9.7,590.0,Low,42.97
District_2,2015,Winter,8.14,32031.0,16.4,4966.0,High,25.33
District_17,2014,Fall,12.89,62667.0,16.8,2715.0,Low,53.55
District_9,2021,Summer,12.19,52179.0,13.4,2641.0,Low,57.05
District_12,2016,Spring,7.5,73884.0,10.4,3294.0,Low,39.8
District_3,2014,Spring,9.79,68635.0,9.0,536.0,Low,43.46
District_11,2014,Spring,13.03,39348.0,16.7,3061.0,Low,52.44
District_1,2024,Summer,3.22,50348.0,9.0,3333.0,High,37.2
District_13,2015,Summer,12.63,65031.0,8.1,1836.0,High,47.22
District_15,2019,Fall,14.36,31592.0,12.7,3771.0,Low,71.45
District_5,2019,Spring,3.38,21896.0,15.3,2198.0,Low,30.35
District_17,2016,Summer,3.55,71138.0,12.6,3730.0,High,14.92
District_6,2017,Winter,7.13,28253.0,8.5,1147.0,Low,31.51
District_11,2015,Summer,4.05,73365.0,14.9,4612.0,Low,37.54
District_18,2015,Summer,8.75,74816.0,14.4,4458.0,High,41.45
District_4,2020,Winter,11.74,47642.0,14.8,1178.0,High,27.44
District_3,2014,Spring,9.8,68407.0,10.1,4723.0,Low,48.82
District_13,2020,Winter,5.36,41791.0,16.0,3010.0,High,26.1
District_9,2014,Spring,10.86,71496.0,12.8,3657.0,High,45.62
District_6,2019,Winter,11.22,69481.0,13.4,4281.0,High,28.07
District_12,2016,Fall,14.19,24711.0,13.5,876.0,Low,51.73
District_2,2021,Spring,4.76,54956.0,10.9,1262.0,Low,32.17
District_3,2019,Summer,11.31,58400.0,10.5,1807.0,High,43.67
District_3,2024,Fall,13.94,20051.0,8.0,2647.0,High,43.04
District_12,2015,Spring,9.02,78795.0,12.0,2057.0,Low,35.34
District_15,2021,Spring,7.34,44394.0,12.9,2776.0,High,34.84
District_9,2018,Spring,5.05,51041.0,15.4,1337.0,Low,28.11
District_8,2021,Winter,13.4,31688.0,8.7,3570.0,Low,53.14
District_11,2021,Spring,7.73,56655.0,17.2,751.0,Low,27.05
District_16,2019,Summer,14.1,68637.0,10.6,2127.0,High,49.57
District_4,2015,Spring,13.17,55154.0,11.7,1306.0,Low,63.71
District_1,2021,Summer,7.52,67282.0,8.5,3785.0,High,41.76
District_7,2024,Summer,9.89,63866.0,14.5,4476.0,Low,50.42
District_2,2019,Summer,3.33,34259.0,15.1,855.0,Low,39.67
District_5,2019,Fall,6.16,46149.0,17.3,4033.0,High,31.18
District_7,2021,Summer,11.52,28918.0,11.4,4531.0,High,52.67
District_4,2014,Winter,11.13,22516.0,10.6,4883.0,Low,55.63
District_5,2015,Spring,7.24,23784.0,15.3,3107.0,High,31.64
District_1,2022,Winter,12.7,76550.0,15.1,1973.0,Low,40.87
District_1,2024,Fall,5.83,79072.0,17.4,1949.0,Low,19.9
District_15,2021,Spring,8.54,25699.0,10.1,2205.0,High,32.09
District_20,2020,Summer,8.67,40112.0,15.1,3257.0,Low,49.09
District_19,2020,Spring,7.09,26865.0,8.7,2706.0,Low,42.74
District_10,2018,Fall,14.46,70054.0,12.8,3441.0,Low,63.24
District_18,2015,Fall,11.36,49778.0,9.2,677.0,High,33.63
District_3,2024,Winter,9.47,57276.0,14.5,976.0,Low,42.52
District_11,2019,Spring,9.13,52395.0,14.0,4894.0,High,38.87
District_15,2023,Spring,4.91,62615.0,8.5,4979.0,Low,43.99
District_11,2016,Spring,7.47,39148.0,11.2,3860.0,High,38.93
District_17,2017,Winter,11.07,28250.0,12.0,1654.0,Low,43.09
District_17,2023,Fall,14.09,21057.0,10.5,4790.0,High,66.87
District_6,2024,Summer,12.8,46742.0,8.4,1462.0,Low,61.71
District_5,2015,Spring,6.6,74470.0,11.2,3791.0,Low,36.92
District_8,2015,Winter,8.21,38316.0,15.9,1019.0,Low,22.08
District_2,2021,Winter,4.0,31757.0,11.6,3420.0,Low,32.84
District_16,2021,Summer,4.23,75563.0,11.2,3918.0,Low,44.32
District_20,2023,Fall,8.64,26327.0,17.4,4368.0,Low,42.01
District_12,2019,Spring,9.36,23108.0,8.4,3804.0,Low,55.03
District_6,2018,Spring,6.17,72765.0,15.7,4656.0,Low,41.63
District_1,2021,Winter,10.71,62055.0,12.8,2844.0,High,25.92
District_4,2017,Fall,11.44,45324.0,17.4,3548.0,Low,45.7
District_17,2024,Spring,6.59,65141.0,11.9,2163.0,Low,34.5
District_13,2017,Summer,12.1,64486.0,15.1,547.0,Low,53.72
District_18,2018,Fall,5.47,22404.0,8.7,3905.0,Low,52.92
District_5,2014,Fall,9.53,60575.0,17.3,4414.0,Low,52.28
District_3,2014,Winter,12.65,58452.0,11.4,1283.0,Low,37.29
District_11,2015,Winter,9.44,77827.0,13.2,629.0,High,14.29
District_13,2021,Spring,13.9,77997.0,9.4,1240.0,High,40.48
District_4,2020,Winter,3.7,42668.0,17.5,4529.0,High,14.45
District_14,2023,Fall,10.06,55391.0,14.7,1830.0,Low,38.72
District_11,2022,Spring,9.74,28481.0,8.5,1552.0,High,42.6
District_10,2018,Spring,10.92,23987.0,9.6,566.0,Low,41.71
District_19,2015,Fall,13.0,45967.0,12.0,1837.0,High,44.87
District_18,2020,Spring,11.71,61393.0,10.2,3720.0,High,53.37
District_6,2021,Summer,12.48,54066.0,11.0,4816.0,Low,66.89
District_15,2020,Summer,6.47,45779.0,18.0,1907.0,Low,32.88
District_10,2020,Spring,7.65,69087.0,14.6,1583.0,High,16.52
District_5,2018,Winter,10.52,67666.0,17.2,4496.0,Low,41.22
District_5,2015,Summer,9.64,63917.0,12.4,4336.0,High,53.85
District_10,2019,Spring,14.53,24622.0,15.1,1977.0,Low,58.53
District_5,2017,Summer,5.24,67788.0,12.6,810.0,High,21.09
District_3,2023,Winter,7.22,75165.0,11.3,4964.0,Low,33.56
District_6,2015,Fall,9.87,23567.0,13.2,3563.0,High,36.26
District_4,2022,Spring,13.42,44100.0,12.3,4670.0,Low,64.02
District_18,2020,Spring,14.15,79301.0,17.8,2038.0,High,27.79
District_9,2019,Spring,7.03,55954.0,13.0,3415.0,Low,45.05
District_17,2018,Spring,3.81,50815.0,16.1,3535.0,High,23.52
District_13,2016,Spring,8.06,30647.0,14.7,4428.0,Low,47.09
District_15,2023,Spring,7.73,53929.0,12.8,4969.0,Low,50.59
District_20,2023,Winter,14.84,46343.0,12.7,989.0,Low,48.23
District_17,2017,Fall,8.17,27647.0,11.4,3340.0,Low,53.08
District_13,2016,Winter,6.67,47860.0,9.1,2014.0,Low,37.94
District_16,2024,Winter,7.38,29864.0,15.6,4152.0,Low,36.55
District_4,2021,Fall,7.76,63840.0,17.2,3894.0,Low,32.85
District_5,2016,Winter,12.86,78419.0,10.2,4516.0,Low,62.04
District_5,2020,Summer,3.97,48175.0,17.3,2047.0,Low,30.52
District_9,2020,Winter,6.8,57942.0,10.3,1330.0,High,16.83
District_17,2020,Spring,14.6,45859.0,13.3,598.0,High,44.32
District_13,2020,Summer,4.84,28307.0,11.4,1650.0,Low,40.39
District_2,2015,Summer,11.91,78233.0,9.1,2152.0,Low,49.06
District_13,2023,Fall,7.28,27775.0,8.5,4757.0,Low,48.81
District_19,2016,Winter,9.98,26698.0,11.7,2711.0,High,29.98
District_3,2023,Winter,4.19,47550.0,8.5,3004.0,Low,32.68
District_10,2022,Summer,6.68,59533.0,9.0,4461.0,Low,48.62
District_2,2016,Winter,9.01,41295.0,9.4,4483.0,High,42.03
District_13,2015,Winter,5.78,31551.0,8.0,2876.0,Low,36.55
District_19,2022,Fall,9.5,69138.0,9.5,1012.0,Low,41.49
District_17,2023,Summer,5.64,41786.0,13.8,1717.0,High,29.5
District_14,2022,Spring,10.8,31659.0,16.2,2556.0,Low,42.53
District_12,2017,Summer,13.85,41905.0,9.9,3880.0,Low,76.43
District_12,2022,Fall,4.03,32873.0,8.8,3703.0,High,33.98
District_11,2016,Fall,5.6,51167.0,15.3,3392.0,High,25.34
District_7,2020,Fall,13.13,60097.0,8.1,4461.0,High,51.47
District_4,2020,Winter,10.58,67973.0,15.3,4112.0,High,27.5
District_19,2024,Summer,3.94,33654.0,9.3,4920.0,Low,44.47
District_1,2021,Winter,8.84,30017.0,10.3,4501.0,High,31.15
District_3,2023,Winter,5.52,21176.0,9.2,1380.0,Low,25.9
District_13,2017,Summer,5.39,33685.0,10.5,759.0,High,35.54
District_15,2016,Fall,14.29,21434.0,16.0,2365.0,Low,54.79
District_2,2016,Spring,12.14,40728.0,9.3,3279.0,High,43.37
District_11,2018,Spring,11.35,28742.0,17.9,3394.0,Low,56.76
District_4,2024,Summer,5.87,54794.0,11.3,1704.0,High,30.59
District_19,2014,Summer,4.42,43024.0,17.2,4369.0,High,24.62
District_17,2023,Fall,13.45,25615.0,9.9,1982.0,High,53.68
District_3,2016,Summer,3.07,43992.0,9.9,4636.0,High,42.37
District_18,2019,Summer,7.66,32561.0,13.7,2622.0,High,41.86
District_8,2016,Fall,6.33,60811.0,8.5,547.0,Low,35.53
District_19,2018,Fall,9.84,41866.0,16.0,1229.0,High,33.35
District_5,2022,Winter,6.01,28822.0,12.4,960.0,Low,34.15
District_7,2015,Summer,6.73,40976.0,15.0,698.0,Low,46.43
District_8,2024,Spring,13.2,33463.0,9.7,3713.0,Low,58.62
District_5,2015,Summer,10.24,67747.0,14.4,1365.0,Low,45.22
District_17,2019,Spring,4.75,79002.0,13.9,4274.0,Low,35.92
District_5,2019,Spring,11.72,21529.0,15.6,1690.0,Low,50.44
District_4,2024,Spring,5.49,61401.0,11.0,645.0,High,22.12
District_19,2024,Winter,8.2,35837.0,17.3,4193.0,Low,48.41
District_2,2021,Fall,10.76,23985.0,17.6,2598.0,Low,47.17
District_11,2024,Fall,6.26,20861.0,16.7,3198.0,High,23.38
District_13,2015,Winter,7.61,72861.0,13.7,2013.0,Low,36.66
District_15,2022,Fall,11.81,41216.0,12.2,707.0,High,47.1
District_12,2015,Winter,14.25,79673.0,8.6,2166.0,High,41.32
District_11,2014,Summer,9.35,46543.0,17.5,2832.0,Low,44.94
District_7,2023,Winter,3.12,31256.0,17.5,553.0,High,8.54
District_5,2015,Fall,7.06,66629.0,8.2,3084.0,High,33.89
District_17,2020,Fall,7.78,75590.0,11.6,4519.0,High,33.56
District_20,2021,Summer,7.07,68937.0,16.8,1480.0,High,21.59
District_9,2018,Winter,8.24,64712.0,8.8,4670.0,High,33.0
District_14,2019,Summer,10.59,40082.0,10.0,939.0,High,46.05
District_12,2014,Spring,4.45,23869.0,17.8,4214.0,High,27.23
District_6,2019,Winter,6.27,32078.0,16.5,4281.0,High,28.66
District_17,2021,Summer,9.09,46809.0,17.1,1660.0,High,32.47
District_19,2016,Summer,6.79,77372.0,9.4,4810.0,Low,48.28
District_19,2024,Fall,14.89,63371.0,10.1,2375.0,High,51.67
District_16,2014,Winter,8.18,69697.0,14.1,1136.0,Low,26.77
District_12,2024,Spring,13.44,36638.0,13.0,3163.0,Low,65.99
District_12,2017,Spring,13.76,61029.0,11.0,4985.0,Low,61.48
District_20,2014,Winter,13.03,71746.0,16.8,4547.0,Low,43.11
District_6,2021,Winter,3.56,48765.0,17.0,1754.0,High,6.0
District_4,2018,Summer,14.37,45794.0,10.9,3096.0,Low,65.37
District_6,2014,Fall,4.54,63164.0,9.6,1019.0,High,17.24
District_11,2021,Fall,3.41,53595.0,9.5,2578.0,High,15.58
District_1,2022,Fall,7.97,79590.0,12.8,2854.0,High,22.94
District_15,2023,Winter,5.34,45506.0,9.3,1919.0,Low,29.34
District_11,2015,Fall,5.21,30557.0,12.7,2679.0,Low,32.21
District_19,2022,Summer,6.45,48316.0,12.6,4640.0,Low,53.01
District_18,2021,Winter,5.98,34112.0,16.8,2751.0,Low,30.1
District_17,2020,Winter,11.22,53675.0,11.0,4239.0,Low,45.4
District_19,2016,Fall,5.24,27548.0,13.6,1928.0,High,25.89
District_14,2015,Spring,9.52,76999.0,15.4,4871.0,Low,44.46
District_18,2020,Spring,14.84,71589.0,14.0,921.0,Low,40.13
District_19,2018,Summer,8.19,29334.0,17.5,3135.0,Low,50.16
District_15,2019,Fall,10.7,30344.0,14.0,4054.0,High,42.36
District_15,2017,Fall,14.63,50746.0,17.0,4163.0,Low,54.57
District_4,2015,Winter,4.65,66373.0,10.5,1392.0,High,15.79
District_7,2022,Winter,8.02,33145.0,13.6,2307.0,High,26.62
District_13,2016,Fall,13.2,23658.0,13.4,3309.0,Low,65.51
District_3,2020,Winter,14.19,52732.0,17.9,1921.0,High,31.84
District_16,2021,Fall,10.21,61496.0,10.0,3462.0,High,42.73
District_9,2015,Summer,4.72,34662.0,9.4,2205.0,Low,47.8
District_8,2019,Winter,13.82,64386.0,14.1,2079.0,Low,52.39
District_20,2024,Fall,5.09,77039.0,10.2,986.0,High,17.34
District_13,2021,Winter,7.23,28224.0,14.4,677.0,High,19.73
District_17,2020,Summer,7.51,50662.0,17.7,4259.0,Low,49.09
District_17,2024,Winter,8.37,23411.0,17.5,2703.0,High,27.88
District_17,2016,Fall,12.48,32400.0,10.3,3033.0,Low,57.57
District_1,2014,Winter,12.63,25389.0,9.7,2175.0,Low,51.01
District_8,2019,Winter,11.64,44240.0,13.6,1115.0,Low,42.01
District_19,2021,Fall,3.27,69250.0,13.9,2523.0,High,17.36
District_6,2019,Spring,9.78,54628.0,14.6,1530.0,High,39.79
District_3,2018,Winter,11.97,33355.0,15.4,4270.0,Low,47.77
District_5,2024,Winter,8.34,22407.0,14.0,4941.0,Low,41.29
District_13,2021,Summer,14.34,53204.0,9.1,4501.0,Low,74.68
District_15,2015,Spring,12.89,27968.0,15.9,2877.0,High,40.06
District_14,2014,Summer,10.66,40564.0,8.8,3327.0,High,49.45
District_16,2014,Fall,3.75,50612.0,8.2,4767.0,High,33.28
District_18,2017,Fall,10.83,74224.0,15.7,2924.0,Low,43.85
District_11,2019,Summer,13.94,24909.0,13.5,3374.0,Low,67.45
District_3,2022,Winter,7.55,60116.0,15.0,3332.0,High,19.06
District_10,2014,Spring,13.06,20845.0,11.8,3687.0,Low,64.6
District_10,2014,Summer,6.76,57795.0,8.1,3381.0,Low,61.12
District_16,2018,Summer,9.84,53092.0,11.3,3518.0,Low,60.03
District_12,2023,Fall,10.78,68712.0,14.1,3767.0,Low,39.65
District_2,2018,Winter,11.14,51900.0,10.3,4141.0,Low,47.18
District_9,2018,Spring,13.59,41157.0,14.9,2314.0,Low,56.53
District_3,2023,Summer,5.82,34565.0,15.9,3856.0,Low,37.5
District_15,2019,Spring,6.15,25115.0,12.5,951.0,Low,23.81
District_3,2021,Spring,11.45,52077.0,16.8,4443.0,Low,47.76
District_19,2016,Summer,5.13,73299.0,16.5,1805.0,High,16.64
District_18,2022,Spring,8.57,50885.0,16.8,2316.0,Low,46.16
District_8,2014,Fall,3.24,64346.0,14.6,4116.0,High,22.96
District_17,2017,Winter,4.69,37906.0,11.0,3366.0,Low,31.37
District_8,2022,Winter,11.15,46888.0,12.8,1889.0,High,29.11
District_7,2021,Winter,11.97,39476.0,15.1,1514.0,High,32.69
District_7,2023,Fall,4.38,26556.0,10.1,4810.0,High,37.29
District_3,2022,Fall,5.73,45019.0,15.4,895.0,High,22.12
District_1,2014,Fall,4.19,65857.0,13.5,520.0,High,15.28
District_4,2022,Winter,8.2,43698.0,9.0,3528.0,High,37.77
District_5,2016,Spring,4.51,59011.0,13.6,3265.0,High,22.82
District_1,2024,Fall,8.25,65517.0,8.7,3819.0,High,42.47
District_15,2023,Summer,11.79,39364.0,8.1,3792.0,Low,68.58
District_5,2022,Fall,11.2,67851.0,16.9,4385.0,High,40.09
District_13,2014,Summer,6.37,40336.0,12.9,4649.0,Low,48.91
District_8,2014,Winter,11.09,35366.0,13.4,3988.0,Low,47.61
District_8,2022,Summer,14.13,33347.0,10.8,1545.0,High,53.93
District_5,2024,Fall,7.17,31994.0,13.4,2586.0,High,37.85
District_9,2019,Fall,6.95,64227.0,9.7,3388.0,High,34.39
District_1,2017,Spring,9.86,73251.0,15.5,2927.0,Low,36.46
District_4,2020,Winter,5.95,33839.0,16.2,1215.0,Low,16.47
District_3,2018,Summer,10.82,25114.0,16.6,3152.0,High,40.49
District_2,2023,Winter,12.99,38826.0,9.1,4489.0,High,44.6
District_8,2020,Fall,8.51,59471.0,13.6,2383.0,Low,43.24
District_9,2021,Spring,11.15,42111.0,16.1,3510.0,High,36.92
District_2,2021,Fall,10.82,52951.0,9.3,3272.0,Low,60.78
District_14,2014,Fall,3.46,64658.0,9.0,2197.0,High,15.42
District_14,2021,Fall,5.2,44509.0,16.2,3044.0,High,27.6
District_4,2019,Summer,13.72,79982.0,16.0,1446.0,High,31.36
District_6,2017,Fall,14.27,37877.0,12.5,2957.0,Low,55.78
District_11,2021,Winter,12.37,78695.0,9.1,4095.0,High,34.33
District_3,2016,Winter,14.05,32182.0,13.2,3915.0,High,40.87
District_8,2017,Spring,6.67,26656.0,11.9,2111.0,High,27.88
District_3,2019,Winter,5.97,65050.0,13.2,1004.0,High,15.93
District_14,2024,Fall,7.61,62139.0,12.4,4100.0,Low,48.2
District_13,2020,Fall,3.66,68670.0,13.7,1693.0,High,10.22
District_13,2017,Winter,12.72,40615.0,15.3,739.0,Low,38.67
District_2,2017,Spring,14.81,75848.0,15.7,2503.0,High,43.68
District_13,2020,Spring,12.89,27169.0,14.5,3828.0,Low,58.21
District_19,2019,Winter,9.66,21817.0,10.0,4138.0,Low,58.19
District_6,2024,Summer,6.54,38034.0,12.0,4920.0,Low,55.35
District_16,2021,Summer,5.37,67839.0,8.7,1352.0,Low,34.28
District_2,2014,Summer,7.37,60379.0,12.5,1822.0,High,28.5
District_8,2023,Summer,11.0,46173.0,17.7,3243.0,Low,47.77
District_17,2024,Winter,8.36,35375.0,14.4,4151.0,Low,37.15
District_2,2020,Spring,14.21,23556.0,9.5,1553.0,High,51.21
District_10,2020,Fall,13.25,40250.0,10.7,2345.0,High,47.26
District_16,2024,Fall,4.23,47601.0,8.6,2338.0,High,24.45
District_6,2020,Winter,4.58,61221.0,9.8,3978.0,Low,34.28
District_2,2020,Fall,11.11,58758.0,12.9,1584.0,High,37.56
District_2,2023,Summer,5.77,76841.0,11.4,4859.0,Low,38.13
District_13,2023,Spring,12.49,26024.0,10.0,2797.0,High,43.31
District_15,2021,Winter,10.1,40180.0,9.5,1769.0,Low,37.13
District_2,2022,Spring,5.76,48895.0,14.6,1779.0,Low,27.8
District_7,2022,Winter,8.74,60242.0,13.6,582.0,Low,24.79
District_3,2015,Winter,7.87,49727.0,16.4,3616.0,High,21.63
District_8,2020,Winter,13.48,74765.0,9.8,3992.0,Low,53.4
District_14,2020,Winter,3.39,56520.0,16.5,646.0,Low,6.82
District_7,2017,Spring,13.75,22380.0,13.8,3137.0,Low,56.83
District_7,2022,Fall,10.82,26819.0,10.7,4018.0,Low,51.51
District_1,2021,Winter,11.85,65210.0,10.7,2193.0,Low,38.08
District_17,2014,Summer,3.03,62947.0,11.9,2447.0,Low,32.54
District_9,2015,Winter,10.54,29210.0,12.6,2127.0,Low,38.26
District_13,2015,Spring,10.06,23535.0,8.8,1920.0,Low,47.4
District_19,2024,Winter,9.45,54723.0,16.4,2710.0,Low,31.56
District_19,2021,Summer,12.43,58144.0,9.2,1247.0,Low,58.06
District_17,2014,Spring,9.67,28118.0,12.8,2483.0,Low,43.98
District_10,2017,Winter,13.29,48417.0,11.8,4738.0,High,50.44
District_10,2023,Summer,5.79,38350.0,13.1,623.0,Low,33.24
District_4,2018,Spring,12.67,75878.0,16.9,1241.0,High,29.06
District_8,2022,Winter,5.15,33152.0,17.9,4000.0,High,24.8
District_20,2020,Summer,12.76,63996.0,8.2,1094.0,High,50.25
District_20,2021,Spring,14.29,51088.0,11.9,1721.0,High,44.59
District_18,2024,Winter,7.03,20691.0,16.2,2547.0,Low,34.79
District_14,2022,Spring,9.36,51020.0,11.3,4744.0,High,36.37
District_18,2020,Summer,10.9,25968.0,14.5,1326.0,Low,61.87
District_14,2018,Winter,3.95,59544.0,17.9,4654.0,High,7.92
District_20,2018,Winter,8.93,53931.0,14.5,3733.0,Low,39.01
District_15,2023,Winter,7.33,20626.0,9.1,3520.0,Low,49.29
District_4,2024,Summer,13.47,32282.0,16.4,3756.0,High,54.98
District_13,2019,Fall,13.52,66574.0,17.7,641.0,High,32.81
District_8,2018,Winter,11.41,36546.0,15.1,945.0,Low,43.38
District_18,2024,Summer,10.87,49957.0,12.2,2007.0,Low,56.61
District_12,2022,Spring,11.8,38720.0,17.5,833.0,High,30.28
District_14,2016,Spring,7.39,75292.0,17.7,4944.0,Low,46.04
District_2,2016,Summer,7.85,52195.0,17.4,3112.0,Low,40.07
District_18,2020,Fall,9.64,61770.0,12.1,2693.0,High,43.93
District_2,2020,Summer,14.26,25009.0,15.9,4035.0,Low,71.06
District_11,2019,Spring,11.69,22420.0,14.5,4896.0,High,48.04
District_9,2016,Spring,9.61,35554.0,9.8,4798.0,Low,52.19
District_12,2020,Winter,12.24,38548.0,13.4,4069.0,Low,51.48
District_17,2018,Fall,7.45,61261.0,15.5,2197.0,High,22.46
District_15,2020,Summer,11.77,54148.0,17.0,797.0,High,37.26
District_17,2015,Spring,7.93,42475.0,16.6,943.0,High,27.47
District_18,2019,Spring,6.36,59247.0,9.5,505.0,Low,37.39
District_6,2021,Spring,10.32,29814.0,12.9,509.0,Low,50.91
District_17,2014,Summer,11.24,23809.0,12.8,4714.0,Low,60.77
District_18,2017,Summer,8.51,71270.0,17.0,4672.0,Low,48.82
District_8,2024,Fall,9.79,53837.0,8.0,3504.0,Low,46.81
District_9,2014,Winter,11.33,58946.0,15.4,3770.0,High,32.42
District_6,2014,Winter,12.21,38435.0,14.2,2809.0,Low,38.24
District_5,2023,Winter,13.75,42317.0,17.2,1570.0,Low,53.11
District_12,2024,Spring,7.25,24942.0,12.6,4615.0,High,46.14
District_11,2021,Winter,14.42,71419.0,14.6,1750.0,High,25.29
District_1,2020,Spring,10.65,55546.0,17.7,3829.0,Low,42.91
District_11,2023,Fall,12.45,25018.0,15.4,1604.0,High,45.37
District_19,2014,Spring,11.4,68272.0,8.7,4416.0,Low,58.0
District_9,2024,Fall,5.47,46647.0,9.7,3431.0,High,32.38
District_2,2015,Fall,3.86,65906.0,16.2,3392.0,Low,29.98
District_12,2017,Winter,11.72,20757.0,11.3,938.0,High,38.91
District_4,2014,Winter,9.13,21724.0,15.1,2388.0,Low,48.73
District_4,2016,Spring,11.43,30247.0,15.0,2862.0,Low,45.95
District_18,2021,Summer,8.72,32655.0,17.9,1823.0,High,33.42
District_15,2021,Winter,6.75,65837.0,12.7,4464.0,High,15.69
District_19,2021,Winter,6.42,62402.0,15.4,4270.0,High,20.86
District_13,2019,Summer,11.77,56965.0,8.5,2721.0,Low,68.75
District_19,2019,Summer,6.32,73092.0,12.6,2030.0,Low,40.67
District_17,2018,Winter,11.58,34829.0,9.9,4107.0,Low,57.03
District_6,2022,Summer,7.61,74264.0,16.4,1386.0,High,26.54
District_16,2017,Spring,12.25,74568.0,16.4,822.0,Low,35.92
District_12,2023,Fall,4.71,46056.0,10.4,706.0,Low,23.96
District_19,2020,Fall,5.46,25663.0,11.2,674.0,Low,42.89
District_5,2014,Winter,11.23,63594.0,15.0,2700.0,High,26.38
District_17,2022,Winter,9.72,40216.0,15.4,1649.0,Low,33.93
District_1,2020,Spring,5.45,67696.0,14.6,3607.0,Low,23.9
District_10,2023,Summer,13.83,29821.0,18.0,3443.0,Low,59.24
District_15,2022,Winter,6.31,52371.0,16.7,2939.0,High,17.71
District_11,2020,Fall,8.05,50484.0,12.2,2088.0,High,33.36
District_13,2015,Spring,5.43,26019.0,11.3,4327.0,Low,53.42
District_5,2019,Spring,7.66,41800.0,14.0,3694.0,High,32.72
District_1,2023,Summer,8.9,25085.0,16.2,1722.0,High,36.94
District_12,2024,Winter,6.54,47884.0,12.8,2758.0,Low,39.3
District_11,2017,Winter,12.23,70574.0,15.4,1203.0,Low,41.09
District_17,2016,Spring,7.73,36212.0,8.2,1979.0,Low,38.59
District_4,2015,Fall,11.75,65892.0,17.3,4987.0,High,49.45
District_15,2019,Winter,5.48,31006.0,15.7,1507.0,Low,16.82
District_9,2021,Fall,7.52,60424.0,11.9,3642.0,High,36.09
District_20,2019,Spring,3.1,74932.0,11.8,1573.0,High,17.14
District_19,2022,Winter,12.1,39436.0,9.0,4722.0,High,47.42
District_19,2018,Fall,10.51,74025.0,16.2,1896.0,Low,37.82
District_12,2015,Spring,12.81,50325.0,15.7,2060.0,Low,46.74
District_5,2021,Fall,8.47,39008.0,14.3,3172.0,Low,33.17
District_10,2022,Winter,12.6,73790.0,9.0,3147.0,High,38.61
District_17,2023,Summer,10.77,21922.0,10.6,3106.0,Low,62.5
District_5,2017,Fall,3.04,21681.0,12.6,3080.0,High,33.53
District_16,2019,Summer,6.04,55990.0,10.7,1905.0,High,30.41
District_7,2024,Winter,8.93,67805.0,12.3,2455.0,Low,31.54
District_9,2023,Summer,10.42,65093.0,10.3,3170.0,High,42.98
District_3,2021,Spring,3.79,24768.0,11.5,3521.0,Low,34.62
District_15,2022,Summer,11.46,77015.0,14.5,1639.0,Low,45.22
District_16,2018,Fall,9.52,62184.0,16.9,3657.0,High,28.37
District_18,2019,Fall,9.31,76947.0,11.9,4655.0,Low,51.91
District_14,2024,Summer,6.5,39746.0,14.9,3911.0,Low,49.11
District_3,2017,Spring,10.14,61636.0,9.3,879.0,High,26.12
District_12,2018,Winter,3.33,71596.0,13.4,2611.0,Low,19.48
District_9,2020,Summer,3.78,42828.0,17.2,2459.0,Low,38.75
District_7,2022,Fall,11.81,77892.0,8.3,2014.0,Low,55.88
District_9,2023,Fall,6.86,35900.0,10.7,2711.0,Low,39.03
District_13,2024,Summer,7.16,38937.0,9.3,2478.0,Low,56.84
District_18,2019,Summer,5.5,75220.0,13.3,528.0,Low,28.07
District_5,2019,Summer,8.35,78180.0,14.8,1564.0,Low,39.15
District_13,2021,Winter,3.62,37112.0,8.6,1462.0,Low,24.54
District_4,2024,Fall,6.6,28183.0,8.7,2072.0,High,28.78
District_2,2017,Fall,9.33,65543.0,16.7,1285.0,Low,31.74
District_16,2016,Fall,8.59,75780.0,12.6,805.0,High,31.18
District_9,2020,Winter,15.0,56043.0,12.6,1385.0,Low,53.97
District_9,2018,Spring,7.67,58071.0,17.4,4344.0,High,33.44
District_6,2015,Fall,7.64,65777.0,11.2,4087.0,High,34.17
District_11,2015,Fall,9.04,29185.0,17.0,2489.0,High,42.73
District_1,2024,Spring,5.28,78408.0,17.7,4450.0,High,26.0
